id,description,object_img
1457,"ПЗС. Пластина прорезная человеколось на ящере  ПКМ-21125/13 литье,бронза     Пластина плоская односторонняя прорезная, в центре - фигура человеколося от темени антропоморфной головы отходит голова лося, под ногами - фигурка ящера, по бокам композиция обрамлена псевдовитыми столбиками. В левой руке человеколося какое-то небольшое животное: изображены крупная голова с большими глазом и ухом, шея и передние лапы. Все фигуры даны в профиль, у человеколося выделен признак мужского пола, мелкие детали проработаны углубленным контуром.",2155
2477,"Этюд. ""На реке"".  ПКМ-21327 масло,холст    Веденеев Рудольф Борисович Осенний пейзаж в красных, бордовых, охристых, зеленых, коричневых, лимонно-желтых тонах. На переднем плане цветная поверхность реки с отражающимися в ней деревьями и травами. На среднем плане участок невысокого берега и заросли деревьев справа. Слева на дальнем плане условное изображение лиственного леса. Высокое пасмурное небо в пестрых пятнах облаков сизого, синего, зеленовато-серого, розоватого, терракотового оттенков.",2461
84,"ПЗС. Подвеска коньковая шумящая  ПОКМ-11315/14 литье,бронза     Подвеска коньковая шумящая. Основа в виде плоской односторонней пластины образована двумя головками коньков на выгнутых шеях, повернутых в противоположные стороны. Между шеями высокая выступающая петля с круглым отверстием на конце, под ним - схематичное изображение антропоморфной личины квадратной формы. Головки коней соединены с основой планками с поперечной насечкой, уши в виде округлых выступов, гривы обозначены длинными продольными насечками. В центре основы - фигурная прорезь в форме ""замочной скважины"", по бокам и снизу оконтурена рельефными поясками с насечкой и треугольниками ложной зерни. Вдоль нижнего края - пять кольцевидных петелек для привесок. Привески имеют вид цепочек из четырех щитковых звеньев с подвесками в форме ""гусиных лапок"" на концах.",1987
1057,"Картина. ""Напротив дома моего"".  ПОКМ-19728/8 масло,холст    Смирнов Валентин Петрович Зимний  пейзаж. На переднем плане, левее центра изображены фигуры женщины и мужчины в ватниках. В центре композиции - полукаменный дом под четырехскатной крышей. Слева  фрагменты деревянных построек, мачты ЛЭП, справа - высокое дерево.",2563
469,"Гербарий. Касатик сибирский, или Ирис сибирский. Iris sibirica L.  ПОКМ-7190/32 гербарий,высушено,расправлено,смонтировано на лист а3 формата    Теплоухов Федор Александрович Цветущее растение",2751
419,"Фотонегатив стеклянный. Этнография коми-пермяков. Три девушки.  ПОКМ-10820/136 стекло     Изображение трех женщин в рубашках, сарафанах с передниками, на голове женщины слева платок; за ними бревенчатая стена.",310
2232,"Фотокопия. Колонна Пермэнерго на Первомайской демонстрации.  ПКМ-21501/23 фотопечать,фотобумага     Изображение группы людей перед оградой Горьковского парка, Веретенников стоит в центре в пальто и в шляпе.",1478
2769,"Фотонегатив пленочный. Выпускники Ленинградского сельскохозяйственного института. Терпиловский А.Г. в последнем ряду, 4-й слева. Город Ленинград, 1926 г. (негатив сделан с фотографии, хранящейся у Терпиловской А.Г., жены композитора).  ПОКМ-18165/2 фотопленка,фотосъемка    Кетов С. В. (Фотограф) ",590
1496,"Этюд. ""Портрет старика в одежде XIX века"". ИЗО/ЖГБ-148 ПОКМ-11707/16 холст,масло    Зеленин Алексей Несторович Погрудный портрет в профиль пожилого мужчины на нейтральном фоне желтоватых (в правой части) и коричневых (в левой части) тонов. Седые волосы расчесаны на косой пробор; вьющиеся седые усы и бакенбарды. Взгляд направлен перед собой. Одет в мундир вишневого цвета с черным воротником-стойкой с золотым кантом, с двубортной застежкой на золотые пуговицы и длинные золотые петлицы.",2547
1968,"Фотонегатив стеклянный. Этнография коми-пермяков. Крестьянки из деревни Семино Верх-Язьвинской волости Чердынского уезда (способ повязки платков).  ПОКМ-10820/138 стекло     Попоясное изображение двух женщин в кокошниках, поверх них повязанные разными способами платки, в цветных рубашках, сарафанах.",285
287,"Граната, ручная системы Новицкого-Федорова образца 1915 года. ОР-186 ПОКМ-4739 жесть,производство промышленное     Граната состоит из корпуса и рукояти, соединенных горловиной с 4-мя лопастями. На крышке корпуса три металлические петли для закрепления веревок с грузиками. На рукояти - кнопка спускового механизма, на дне рукояти - кольцо для переноски.",2363
1121,"Картина. ""Портрет купца первой гильдии Василия Ивановича Черемисинова"". ИЗО/ЖГБ-3 ПОКМ-4003 холст,масло    Неизвестный художник На нейтральном темном фоне поясное изображение   худощавого мужчины средних лет, одетого в черный мундирный кафтан с золотым шитьем и кантом по воротнику, с двумя рядами пуговиц, на голове - темная меховая шапка. Борода, брови и усы седые. Фигура изображена в трехчетвертном развороте  влево.",2519
1540,"Изразец гладкий расписной - карниз А/РУС-129 ПОКМ-18870/36 эмалирование,эмаль (белая, синяя,глина (красная,формовка,роспись     Карниз печной, лицевая поверхность выпуклая, с росписью в виде крупных бутонов синей эмали на белом фоне, румпа коробчатая (ПГУ 1706/55. Р-1, уч. Л/52, гл. до 0,4 м)
",1792
911,"Фотонегатив стеклянный. Этнография коми-пермяков. Крестьяне Верхне-Язьвинской волости.  ПОКМ-10820/185 стекло     Изображение трех мужчин, стоящих в полный рост: мужчина в центре повыше, на нем шапка, зипун с поясом, в руках у него бутылка; на мужчинах слева и справа шапки, длинные понитки с поясами, вязаные рукавицы с узорами, через плечо у мужчины слева сумка, в руке у мужчины справа котомка; за людьми на бревенчатой стене растянуто клетчатое полотно.",284
1267,"Фотография. Этюд на Каме. Нижняя Курья. ДИ/Ф-107 ПОКМ-10927/21 фотопечать черно-белая,картон,фотобумага     Художественная фотография выполненная в солнечный и немного облачный [летний] день. Вид на пологий песчаный берег, с краю справа деревянный забор, перед ним тропинка, ниже деревянный тротуар за ним кусты и выход к реке. На переднем плане сосна, на дальнем река, береговая линия и небо.",1368
1102,"Гербарий. Шиповник игольчатый. Rosa acicularis Lindl.  ПОКМ-7925/39 высушено,гербарий,расправлено,смонтировано на лист а3 формата    Теплоухов Федор Александрович Ветвь с плодами.",2897
2930,"Фотография. Праздник «Молодой гвардии» на площади у драмтеатра.  ПОКМ-18530/2201 фотопечать,фотобумага     ",1313
1618,"Изразец рельефный полихромный - лицевой  ПОКМ-19622/219 глина (красная),формовка,полива,эмаль (зеленая, синяя)     (Р-4, уч. Ж/172, гл. 0,7 м)",1818
2140,"ПЗС. Пряжка с зооморфным декором  ПКМ-21160/108 литье,бронза     Пряжка цельнолитая. Между кольцом-приемником и рамкой находится прорезная площадка с изображением головы медведя - круглые уши выделены рельефом и углублениями, боковые стороны являются одновременно лапами медведя, упирающимися в кольцо-приемник. Между носом и задней частью кольца - отверстие для крепления подвижного язычка. Кольцо-приемник и рамка прямоугольной формы, передняя часть кольца орнаментирована поперечными насечками, по углам - небольшие выступы. (1845/158, уч. XXXXIV/77, гл. 0,07 м., погр . 5)",1905
2110,"Фотография. Митинг студентов ПГУ против строительства АЭС на Урале.  ПОКМ-18530/1136 фотопечать,фотобумага     Изображение погрудное, со спины, группы людей в верхней одежде, стоящих неровными рядами, спиной к фотографу, перед каменным зданием с окнами, на крыльце которого стоит  мужчина в верхней одежде. Перед ним стойка с микрофоном. Справа виден стенд с документами.  Фотография аннотирована.",1416
2519,"Фотография. VIII пленум Пермского ОК ВЛКСМ. Ворошилов И.Э., первый секретарь ГК ВЛКСМ, Масков А.М., бывший секретарь по идеологии.  ПОКМ-18530/2326 фотопечать,фотобумага     ",1357
2370,"Фотонегатив пленочный. Бурлюк Д.Д. (1882-1967 гг.), русский поэт, художник, и Бурлюк М.Н. 1910-е гг. (снимок сделан с фотографии, хранящейся у Каменской Е.В., внучки поэта).  ПОКМ-18082/69 фотопленка,фотосъемка    Загуляев Евгений Николаевич (Фотограф) ",641
591,"Фотография. Э.П. Андерсон на субботнике.  ПОКМ-19814/190 фотобумага,фотопечать     Изображена темноволосая женщина в темном пальто и светлой шляпе, сидящая на земле у стены, на коленях - грабли.",1602
1537,"Фотография. Ячейка ВЛКСМ № 15 Пермского спирто-водочного завода.  ПОКМ-18530/230 фотобумага,картон плотный,фотопечать     Изображена  в четыре ряда группа мужчин и женщин разных возрастов на фоне художественного задника, в фотоателье. Первый ряд полусидит на полу, украшенном ковром, второй ряд сидит, остальные стоят. Слева видна дверь, занавешенная светлыми шторами. Фотография аннотирована",1686
1081,"Этюд. ""Ветерок"". ИЗО/ЖГБ-778 ПОКМ-20335/4 картон,масло    Гончар Владимир Яковлевич Пейзаж-набросок в серо-коричневых, серо-желтых, светло-голубых, зеленовато-коричневых тонах. На переднем плане узкая полоса пологой холмистой местности с условными изображениями построек и деревьев, низкий горизонт. На среднем плане река с отражающимися в ней сплошными облаками серовато-желтых тонов. Основная часть изображения отдана пасмурному небу в широких коричневато-серых полосах сплошных облаков с желтыми и светло-голубыми просветами.",2591
141,"Гербарий. Очанка коротковолосая. Euphrasia brevipila L.  ПОКМ-7190/160 высушено,смонтировано на лист а3 формата,гербарий,расправлено    Теплоухов Федор Александрович Четыре цветущих растения",2852
2855,"Фотография. Пермь, фойе цирка, интерьер.  ПКМ-21433/6 фотопечать,фотобумага    Футлик Михаил (Мендель) Иудович (Архитектор) Снимок сделан в помещении справа видна радиусная перегородка декорированная плиткой, слева на переднем и заднем плане ведущие на второй этаж лестницы.",416
955,"Фотонегатив пленочный. Пермская ГРЭС. Общий вид турбинного зала.  ПОКМ-17476/12 фотосъемка,фотопленка    Загуляев Михаил Евгеньевич (Фотограф) ",592
2083,"Фотография. Вид ул. Мильчакова.  ПОКМ-18530/779 фотобумага,фотопечать     Изображена перспектива улицы, вдоль которой, слева, видны многоэтажные дома. Справа видны малоэтажные дома старой постройки, вдоль которых узкий тротуар и дорога, между которыми растут деревья и стоят высокие столбы освещения. По дороге в разных направлениях едут две грузовые машины. Слева, перед многоэтажными домами, широкое пустое заснеженное пространство, местами покрытое кучами земли, за которыми стоят строительные вагончики. Фотография аннотирована.",1620
1647,"Фотонегатив пленочный. Пермский бумажный комбинат. Дефибрарно-отжимной цех.  ПОКМ-10897/32 фотосъемка,фотопленка    Загуляев Евгений Николаевич (Фотограф) ",992
1043,"Штык к винтовке системы Гра образца 1874 г. ОР-80 ПОКМ-4633/1 заводское производство,дерево,латунь,сталь     Клинок прямой, однолезвийный, в сечении Т-образный, сужающийся к концу. Боевой конец двулезвийный. Рукоять с волнистой спинкой образована двумя деревянными щечками на двух заклепках. Головка рукояти латунная с пазом и защелкой. Крестовина с загнутым вперёд концом, оканчивающимся шариком и кольцом для ствола со стороны обуха клинка. 
",2421
1893,"Фотонегатив стеклянный. Этнография коми-пермяков. Группа женщин в национальной одежде.  ПОКМ-10820/152 стекло     Изображение трех женщин на фоне заснеженных поляны и поселения; на женщине слева платье с поясом; на женщине в центре платок, кофта с поясом, длинная юбка; на женщине справа кокошник, рубашка с узорами, длинный сарафан, в руках у нее платок.",245
1596,"Фотонегатив пленочный. Новый дом печати.  ПОКМ-15000/131 фотосъемка,пленка    Загуляев Евгений Николаевич (Фотограф) Изображение женщины, стоящей у печатного станка. Женщина в руках держит открытую газету.",1071
390,"Фотонегатив стеклянный. Этнография коми-пермяков. Ручная мельница.  ПОКМ-10820/68 стекло     Изображение мужчины (слева), стоящего в полный рост возле ручного жернова (справа), состоящего из двух мощных дисков и деревянной палки, на мужчине шарф, длинная рубаха с поясом, цветных носки по колено; ручная мельница расположена на деревянном столике у бревенчатой стены, под столиком деревянный табурет.",214
1063,"Фотонегатив пленочный. Выступает ансамбль профтехобразования.  ПОКМ-15000/132 фотосъемка,пленка    Загуляев Евгений Николаевич (Фотограф) Изображение сцены круглой формы, на которой выступают девушки и молодые люди, одетые в национальные костюмы. Молодые люди в руках держат гармошки.",1080
17,"Фотография. Дер. Орловка в 1957 г.  ПОКМ-19814/860 фотобумага,фотопечать     Изображена узкая улица, заросшая травой, вдоль которой стоят деревянные дома и постройки за низкими заборами. Слева возле одного из домов высокие деревья.",1507
2499,"Гербарий. Майник двулистный. Maianthemum bifolium (L.) F.W.Schmidt (1794)  ПОКМ-7190/17 гербарий,высушено,расправлено,смонтировано на лист а3 формата    Теплоухов Федор Александрович Четыре цветущих растения",2721
1061,"Фотография. Дом № 2 по ул. Горького.  ПОКМ-19814/1397 фотопечать,фотобумага     Изображен двухэтажный каменный дом. Над входной дверью навес на столбиках. Слева от входа невысокая ограда. Возле входа стоят две женщины. На переднем плане дорога, уходящая направо. Вдоль дороги растут деревья. Дорогу переходят две женщины.",1465
1486,"Фотонегатив стеклянный. Этнография коми-пермяков. Изба коми-пермяка в деревне Зыряново.  ПОКМ-10820/25 стекло     Изображение бревенчатой избы с двускатной крышей, деревянным коньком с фигуркой животного, решетчатым ограждением под крышей, крытым деревянным крыльцом справа; слева у дома деревянная хозяйственная постройка с двускатной крышей, справа - деревянный глухой забор; перед домом и постройкой трава, за ними частично видно кроны деревьев и елей. Изображение небольшое, по краям стеклонегатива пустое пространство.",210
187,"Фотонегатив пленочный. На встречу июльскому пленуму ЦК КПСС. Пермский НИИ ""Пермшпрогормаш"". Конструкторы М.Д. Трухина и Е.А. Царегородцев.  ПОКМ-10918/22 фотосъемка,фотопленка    Загуляев Евгений Николаевич (Фотограф) ",1038
605,"Этюд. ""Стога""  ПКМ-21330/5 масло,картон    Калабухов Николай Николаевич ",2458
2258,"Изразец рельефный полихромный - городок А/РУС-286 ПКМ-21250/4 полива,формовка,эмаль (зеленая, желтая, синяя),глина (красная)     Городок печной рельефно-расписной  в виде плоской пластины с волнистыми краями, тыльная сторона плоская, лицевая сторона покрыта рельефом: в центральной части - изображение стоящей курочки, голова птицы  повернута назад, вокруг фигурки птицы рельефные  волютообразные линии. Курочка покрыта синей эмалью, основная часть лицевой пластины покрыта зеленой эмалью с тонировкой синим и желтым цветом. (Р-5, уч. Т/50, гл. 0,46-0,54 м)",1881
2923,"Фотография. Комсомольская группа цеха т. Лобезова завода им. Дзержинского.  ПОКМ-18530/231 фотобумага,картон плотный,фотопечать     Изображена  в четыре ряда группа молодых мужчин и женщин в нарядной одежде, на фоне художественного задника, в фотоателье. Первый ряд полусидит на полу, украшенном ковром, второй ряд сидит, остальные стоят. Фотография аннотирована",1690
2056,"Гербарий. Володушка золотистая. Bupleurum aureum Fisch. ex Hoffm., 1814  ПОКМ-7190/63 смонтировано на лист а3 формата,гербарий,высушено,расправлено    Теплоухов Федор Александрович Цветущее растение",2917
1295,"Фотонегатив пленочный. Пермский бумкомбинат. Техник-лаборант А.А. Власова определяет качество древесной массы на листоотливном аппарате.  ПОКМ-10897/8 фотосъемка,фотопленка    Загуляев Евгений Николаевич (Фотограф) ",993
1724,"Фотография. Горинов Константин.  ПКМ-21490/19 фотопечать,фотобумага     Снимок сделан в интерьере квартиры. За столом сидит лысеющий мужчина в очках. На нем светлая рубаха.  Левой рукой подпирает щеку, в правой руке держит кисть. Перед ним лежит лист бумаги. На столе стоят художественные принадлежности. На заднем плане виднеется стена оклеенная обоями, на стене слева висит картинка в белом паспарту.",1502
1874,"Этюд. ""Верховья Колвы. Дий""  ПКМ-21331/43 масло,картон    Тумбасов Анатолий Николаевич Этюд на плотном картоне, наклеенном на паспарту из серовато-коричневого картона. Зимний пейзаж в сизых, коричневато-серых, белых тонах. На переднем плане заснеженная местность, на среднем плане стоящие вдоль улицы деревянные деревенские одноэтажные дома с двускатными крышами, покрытыми снегом. На дальнем плане сизая полоса леса и пасмурное серо-голубое небо.",2610
780,"ПЗС. Подвеска шумящая рамчатая (коньковая)  ПОКМ-11344/11 бронза,литье     Подвеска шумящая, основа односторонняя в виде изогнутой коромыслом пластины, лицевая сторона декорирована поперечными насечками, имитирующими обмотку проволокой. Концы пластины закруглены и отогнуты вниз - таким способом обозначены головки птиц или коньков на длинных шеях, высокая степень стилизации не позволяет определить видовую принадлежность. Между шеями - петля для подвешивания в виде короткой пластины, декорированной гладкими поперечными валиками, на закругленном конце - отверстие. Вдоль нижнего края - три кольцевидных петельки для привесок. Привески состоят из одного звена щитковой цепочки и привески-бубенчика, и те и другие декорированы поперечными валиками - гладкими и с насечкой.",1970
2542,"ПЗС. Пронизка ""кричащая птица"" А/РЖВС-351 ПОКМ-10836/212 литье по восковой модели,бронза     Пронизка полая объемная в виде птицы с головой хищного животного, верх и низ пронизки имеют вид полой трубочки. Голова похожа на собачью или волчью, птичье туловище принадлежит хищной птице, большие крылья сложены на спине, украшены узкой продольной полосой мелких округлых выпуклин, хвост опущен вниз, когтистые лапы охватывают нижнюю часть трубочки. На обеих концах трубочки по два гладких узких поперечных кольцевых валика. Отливка не очень качественная - все детали (глаза, уши, пасть), обычно довольно четко выделенные углублениями или выпуклостями, выполнены нечетко.",2026
1902,"Этюд. ""Лодка"".  ПКМ-21326/34 масло,картон    Калабухов Николай Николаевич Летний пейзаж. На переднем плане деревянная лодка на приколе у берега, поросшего высокой травой. На среднем плане серо-голубая гладь неширокой реки. на дальнем плане полоса песчаного низкого берега с небольшая роща. Небо в низких облаках зеленовато-голубого, желтовато-розового тонов.",2473
2594,"Фотография. ""Панно пивного бара ""Кама""  ПКМ-21433/25 фотопечать,фотобумага (черно-белая)     Вид панно изображающее круглоголовых человечков с круглыми глазами и ртами, расположившихся в четыре ряда",412
2684,"Этюд. ""Осень""  ПКМ-21326/4 масло,картон    Калабухов Николай Николаевич Осенний пейзаж в сине-зеленых, бордово-коричневых, ярко-зеленых, желтых, оранжевых, голубых тонах. На переднем плане уходящая вглубь узкая тропинка. засыпанная желтыми листьями. В центре высокие деревья с тонкими стволами и ярко-желтыми кронами, сквозь которые просвечивает ярко-голубое небо.",2502
3,"Фотография. Комсомольский проспект.  ПОКМ-20702/9 фотобумага,фотопечать    Кузнецов Матвей Иосипович (Осипович) (Фотограф) Асфальтовые дороги. По дорогам гуляют люди. По обе стороны проспекта - зеленые насаждения. Видны многоэтажные дома по краям проспекта.",360
549,"Фотонегатив стеклянный. Этнография коми-пермяков. Две крестьянки деревни Лопан Усть-Зулинской волости Чердынского уезда (вид спереди).  ПОКМ-10820/126 стекло     Попоясное изображение двух сидящих женщин, на них кокошники с узорами и украшениями, на женщине слева цветные рубашка и сарафан, на женщине справа светлый шабур; за женщинами клетчатое полотно.",337
1415,"Фотография. Село Ильинское. Жилой дом № 6 по ул. Воронихина.  ПОКМ-19814/486 фотобумага,фотопечать     Изображен сфотографированный с угла одноэтажный деревянный дом, огороженный забором из досок и оградой из жердей. Между забором и оградой - ворота с навесом. На переднем плане у забора стоят двое мужчин и одна женщина.",1551
389,"Монета 2 копейки 1820-е г. А/РУС-326 ПКМ-21218/37 медь; штамповка Д- 29 мм. 1820-е г.  правление Николая 1  АВЕРС: В центре поля - герб России второй разновидности: двуглавый орел держит в лапах знаки царской власти - скипетр и державу; над орлом размещена корона. На груди орла - московский герб (всадник, поражающий копьем дракона), на плечах орла - цепь с крестом ордена Андрея Первозванного.  По краю - точечный ободок и бортик. РЕВЕРС: В центре номинал в три строчки: ""2. / КОПЕЙ / КИ"". Вокруг лавровый венок сверху корона. Под обрезом  литеры ""Е.М."" (""екатеринбургская монета"") - обозначение Екатеринбургского монетного двора. ГУРТ: гладкий. (Р-4. Уч. З΄\22, гл. 1,98 м)",59
691,"Фотонегатив пленочный. Мужская коми-пермяцкая рубаха (конец XIX в.). Лен, бранное ткачество, вышивка.  ПОКМ-18204/4 фотосъемка,фотопленка    Тартаковский Сергей А. (Фотограф) Изображение белой с вышивкой мужской рубахи на темном фоне.",557
303,"Штык (Тип 30) к винтовке системы Арисака образца 1897 г. ОР-51 ПОКМ-4604 дерево,сталь,производство промышленное     Клинок штыка однолезвийный, с долом с обеих сторон. Рукоять образована двумя деревянными щечками, скреплёнными с хвостовиком двумя заклепками. В головке рукояти Т-образный паз и пружинная защёлка с внутренним расположением спиральной пружины. Крестовина с загнутым вперёд концом и с кольцом для ствола со стороны обуха клинка.",2228
2024,"Фотография, ул. Коммунистическая (от ул. Решетникова к ул. Матросова).  ПКМ-21119/26 фотобумага,фотопечать     Вид на улицу: слева на первом плане два деревянных дома, на заднем - каменный шестиэтажный.",757
1428,"Фотонегатив пленочный. Сцена из спектакля «Женитьба». Театр «У моста».  ПОКМ-18907/57 фотопленка,фотосъемка    Селиверстов Михаил Анатольевич Два кадра.",844
1881,"ПЗС. Птицевидный идол  ПОКМ-11405/58 литье,бронза     Идол птицевидный, голова выполнена высоким рельефом, внутри - полая, остальная фигура - плоская односторонняя. На голове подчеркнут большой хищный клюв, очевидно, прототипом является орел. Крылья распахнуты и под прямым углом опущены вниз, на груди крупное человеческое лицо (личина), возможно, мужское - так как по бокам и внизу по контуру идут частые недлинные насечки - изображение бороды - ? От сгиба крыльев и до хвоста фигура как бы вписана в рамку из ложновитого жгута. В верхней части сохранившегося крыла изображения двух лосиных голов - одна под другой, по внешнему краю крыла вдоль наружной рамки изображены три головки кричащих птиц, над нижним краем рамки - два ящера, развернутых в противоположные стороны, перья хвоста и крыльев декорированы рельефными валиками.",2158
2615,"Фотография. Торжественная регистрация брака Юрия и Галины Аристовых. Дворец имени Свердлова.  ПКМ-21423/8 фотопечать,фотобумага     Изображение стоящих в полный рост мужчины в костюме и женщины в свадебном платье, фате, с цветами в руках; за ними и рядом еще люди в праздничной одежде.",1177
1441,"Фотонегатив пленочный. Госунивнрситет, аудитория по обучению иностранному языку на филологическом факультете.  ПОКМ-15000/139 фотосъемка,пленка    Загуляев Евгений Николаевич (Фотограф) Изображение молодых людей, сидящих за столами у проигрывателей в наушниках, каждое место огорожено и застеклено.",1096
1302,"Фотонегатив пленочный. Фрагмент экспозиции «Костюм и снаряжение охотников Чердынского уезда» (XIX – начало ХХ вв.).  ПОКМ-18204/13 фотопленка,фотосъемка    Тартаковский Сергей А. (Фотограф) Изображение на фоне бревенчатой стены двух ружей и манекена в костюме охотника (на груди пороховница).",536
994,"Гербарий. Шиповник майский, или коричный. Rosa majalis Herrm.  ПОКМ-7925/13 смонтировано на лист а3 формата,гербарий,высушено,расправлено    Теплоухов Федор Александрович Ветвь с плодами.",2874
615,"Фотография. Губин Михаил Федорович.  ПКМ-21169/52 фотопечать,бумага (основа),фотобумага     Поясной портрет (анфас) мужчины средних лет с усами, в рубахе из грубой ткани в полоску, с длинным рукавом. На голове надвинутая на лоб фуражка в полоску.",1240
967,"Гербарий. Шиповник игольчатый. Rosa acicularis Lindl.  ПОКМ-7925/50 гербарий,высушено,расправлено,смонтировано на лист а3 формата    Теплоухов Федор Александрович Цветущая ветвь.",2951
139,"Фотонегатив стеклянный. Этнография коми-пермяков. Типы коми-пермяков (в анфас).  ПОКМ-10820/188 стекло     Погрудное изображение двух мужчин в шапках, шабурах, на плече мужчины справа ремень сумки; за ними стена деревянной постройки.",142
1279,"Фотооткрытка. Нонна Николаевна Аммосова.  ПОКМ-17615/5 фотобумага,фотопечать     Изображение маленькой девочки в светлом платье, сидящей на белой пеленке с кружевной кромкой на диване с цветочной обивкой.",710
751,"Фотография. Г. Пермь. Октябрьская площадь.  ПОКМ-19594/135 фотобумага,фотопечать     ",793
334,"Фотография. Екатерина [Скорынина] - активный член группы «Поиск» - ведет экскурсию в музее ПГУ.  ПОКМ-18530/1141 фотопечать,фотобумага     Изображена поколенно темноволосая девушка в вязаной юбке и джемпере, с указкой в руке, на фоне стены с художественным панно и цитатой В.И. Ленина. Слева стоят в профиль несколько девушек и юноша, справа , на подставке, бюст В.И. Ленина. Фотография аннотирована.",1401
1800,"Фотография. ""Проект линейных сооружений на автостраде"" архитектурная мастерская Футлика.  ПКМ-21433/27 фотобумага,фотопечать цветная     На снимке запечатлен рисунок автомагистрали, через нее идет переход, справа и с лева стоят одноэтажные здания.",392
2567,"Изразец рельефный полихромный - колонка  ПОКМ-19622/144 полива,глина (красная),эмаль (зеленая),формовка     Фрагмент изразца в виде витой полуколонки, покрытой зеленой обгоревшей эмалью  (Р-4, уч. Д/172, гл. 0,3-0,6 м)",1801
670,"Фотография. Комсомольский проспект.  ПОКМ-20702/15 фотобумага,фотопечать    Кузнецов Матвей Иосипович (Осипович) (Фотограф) Справа - строящиеся жилые дома в лесах. Слева - жилые дома. Фонтан, в центре которого скульптурная группа играющих детей.",379
2319,"Фотография. Отряд ""Неугасимые"". Ст. п/в г. Перми.  ПКМ-21065/9 фотопечать,фотобумага     ",462
2689,"Фотография. Открытие памятника 3-й годовщины Октябрьской Революции.  ПОКМ-11453/418 картон,клей,фотопечать,фотобумага    [Коркин В. Е] (Фотограф) ",878
2833,"Фотография. День физкультурника. НПО Кирова. Стадион «Прикамье».  ПОКМ-18530/2268 фотопечать,фотобумага     ",1337
