chb;sys_numb
300001102591;RSL01010288330
300001102591;RSL01010015997
300001102591;RSL01010128525
300001102591;RSL01009772463
300001102591;RSL01010517866
300001102591;RSL01010424481
300001102591;RSL01007994142
300001102591;RSL01010461485
300001102591;RSL01009846747
300001102591;RSL01010145926
300000954129;RSL01003043251
300000954129;RSL01003447455
300000954129;RSL01005526775
300000954129;RSL01003314601
200001051836;RSL01009417994
200001051836;RSL01002564173
200001157595;RSL01005664303
200001157595;RSL01004297679
200001157595;RSL01001641359
200001157595;RSL01001720608
300001040920;RSL01002910280
300001040920;RSL01004718892
300001040920;RSL01006579326
300000905805;RSL01009501296
300000905805;RSL01008549875
300000905805;RSL01009764623
300000905805;RSL01008586361
300000905805;RSL01004254433
300000905805;RSL01004665466
300000905805;RSL01004239744
300000905805;RSL01009503494
300000905805;RSL01008752806
300000905805;RSL01008679660
300000905805;RSL01003321310
300000905805;RSL01008480620
300000905805;RSL01008773318
300000905805;RSL01009602250
300000905805;RSL01010176034
300000905805;RSL01010170947
300000905805;RSL01010170813
300000905805;RSL01010171442
300000905805;RSL01010171887
300000905805;RSL01008678436
200001080253;RSL01009882631
200001080253;RSL01008579622
200001080253;RSL01007552997
200001080253;RSL01009483140
200000973877;RSL01002356943
300000978839;RSL01010460405
300000978839;RSL01010450124
300000978839;RSL01002787295
200000981704;RSL01001313093
200000981704;RSL01002137806
200000981704;RSL01001515979
100001094018;RSL01010172769
100001094018;RSL01008687484
100001094018;RSL01000949938
300000859525;RSL01006688246
200001067982;RSL01008589230
200001067982;RSL01006627894
200001067982;RSL01004803847
200001067982;RSL01005477680
200001067982;RSL01004019914
200001067982;RSL01004305857
200001067982;RSL01003301441
200001067982;RSL01009500454
200001067982;RSL01009764910
200001067982;RSL01005100008
200001067982;RSL01007964047
200001067982;RSL01008554546
200001067982;RSL01004311718
200001067982;RSL01007557411
200001067982;RSL01005110751
200001063088;RSL07000420835
200001063088;RSL02000016036
200001063088;RSL07000479911
200001063088;RSL07000486510
300001058315;RSL01008745274
300001058315;RSL01010174237
300001058315;RSL01004654758
300001058315;RSL01010172426
300001133650;RSL01005943582
300001133650;RSL01005664317
300001133650;RSL01005655836
300001133650;RSL01005660524
300001133650;RSL01006445165
200001050514;RSL01003559408
200001050514;RSL01003908710
200001050514;RSL01005134267
200001050514;RSL01005143747
200001050514;RSL01005143749
200001050514;RSL01005143746
300000919137;RSL01008871591
300000919137;RSL01010329236
300000919137;RSL01004117428
300000919137;RSL01010430997
300000919137;RSL01010433056
300000919137;RSL01010288330
300000919137;RSL01009971855
300000919137;RSL01010015997
300000919137;RSL01010339962
300000919137;RSL01009974140
300000919137;RSL01009772463
200001072842;RSL01007298456
300001045235;RSL01004128655
300001045235;RSL01008825114
300001045235;RSL01009855092
200001034737;RSL01003315275
200001034737;RSL01003177618
200001034737;RSL01005089294
300000931183;RSL01005548551
300000931183;RSL01002753623
300000931183;RSL01002972679
300000931183;RSL01005558171
300000931183;RSL01005537123
200001036316;RSL01001489546
200001036316;RSL01010608025
200000868657;RSL01002393657
200000868657;RSL01003443730
200000868657;RSL01002993320
300000963620;RSL07000425822
300000963620;RSL07000350940
300000963620;RSL02000010433
300000963620;RSL07000355070
300000963620;RSL07000364855
300000963620;RSL07000416223
300000963620;RSL07000353863
300000963620;RSL01007599704
300000963620;RSL01002380484
300000963620;RSL01007599703
300000963620;RSL01005505882
300000963620;RSL01002604304
300000917578;RSL01010258895
300000917578;RSL01009502005
300000917578;RSL01004251441
300000917578;RSL01004634141
300000917578;RSL01008535850
300000917578;RSL01004739362
200001148853;RSL01001395720
200001148853;RSL01001351502
200001148853;RSL01001428251
200001148853;RSL01004300654
200001148853;RSL01008583109
200001148853;RSL01004979868
200001148853;RSL01007228132
200001148853;RSL01008909120
200001148853;RSL01008611552
200001148853;RSL01009487928
200001148853;RSL01007923532
200001148853;RSL01005432394
200001148853;RSL01001560719
200001148853;RSL01008769776
200001148853;RSL01001595203
200001148853;RSL01001460651
200001148853;RSL01001354026
200001148853;RSL01001639411
200001148853;RSL01007172159
200001148853;RSL01002142864
100001070495;RSL01000982985
100001070495;RSL01003350103
100000983523;RSL07000407548
100000983523;RSL07000428316
100000983523;RSL07000454326
100000983523;RSL07000445186
100000983523;RSL07000407550
100000983523;RSL07000379579
100000983523;RSL07000426447
100000983523;RSL07000447721
100000983523;RSL07000432529
100000983523;RSL07000407551
100000983523;RSL07000457875
100000983523;RSL07000430963
100000983523;RSL02000010253
300001137830;RSL02000007746
300001137830;RSL02000021124
300001137830;RSL02000023632
300001137830;RSL07000350356
300001137830;RSL07000371290
300001137830;RSL07000366529
300001137830;RSL07000362806
300001137830;RSL02000011361
300001137830;RSL07000399309
300001137830;RSL02000007120
300001137830;RSL02000006512
200000926206;RSL07000401360
200000926206;RSL07000366731
200000926206;RSL07000361447
200000926206;RSL07000439906
200000926206;RSL07000434388
200000926206;RSL02000007498
200000926206;RSL02000021703
200000926206;RSL02000016400
200001043896;RSL01001304438
200001043896;RSL01005415976
200001043896;RSL01002149235
300001100362;RSL07000463869
300001100362;RSL07000463440
300001100362;RSL07000415773
300001100362;RSL02000007796
200000992965;RSL01002569327
200000992965;RSL01002864106
200000992965;RSL07000451811
200000992965;RSL07000433459
200000992965;RSL07000441282
200000992965;RSL07000434734
200000992965;RSL07000442392
200000992965;RSL07000399009
200000992965;RSL07000466417
200000992965;RSL07000447832
200001069058;RSL01006448266
200001069058;RSL01006448506
200001069058;RSL01001358340
100000963125;RSL01001753953
100000963125;RSL01005664304
100000963125;RSL01001673691
300001025777;RSL01002649408
300001075723;RSL01006324348
300001075723;RSL01007312422
300001075723;RSL01006184209
300001075723;RSL01007159903
300001006049;RSL01004096343
300001006049;RSL01001644617
300001006049;RSL01009851209
300001006049;RSL01003126170
300001006049;RSL01004479679
300001006049;RSL01004291664
300001006740;RSL01005679440
300001006740;RSL01006843675
200001015865;RSL01001431113
200001015865;RSL01001602759
200001015865;RSL01001533696
300001124169;RSL01007328017
300001124169;RSL01003145845
300001124169;RSL01002914940
300001035198;RSL01006040705
300001035198;RSL01005248063
300001035198;RSL01005329980
300001035198;RSL01005201877
300001035198;RSL01005821300
300001035198;RSL01005332849
300001035198;RSL01005273684
300001035198;RSL01005778518
300001035198;RSL01005468725
300001035198;RSL01005197902
100001099146;RSL60000276012
100001099146;RSL60000291473
300000875681;RSL01008727316
300000875681;RSL01003316642
300000875681;RSL01004324669
300000875681;RSL01006728934
300000875681;RSL01003301044
300001105326;RSL01003362051
300001105326;RSL01001681979
300001105326;RSL01000752324
300001105326;RSL01010930759
300001105326;RSL01000697320
300001105326;RSL01001684177
300001105326;RSL01004329793
300001105326;RSL01000700564
200000893092;RSL01005619520
200000893092;RSL01002684993
200000893092;RSL01001460373
200000893092;RSL01005619519
200000893092;RSL01001374031
200000893092;RSL01001524416
200000893092;RSL01002725682
200000893092;RSL01001274441
200000893092;RSL01001603334
200000893092;RSL01001692761
200000893092;RSL01005619517
300001065279;RSL01009819710
300001065279;RSL01009819687
300001065279;RSL01009817128
300001065279;RSL01009819690
300001065279;RSL01009819692
300001143153;RSL01007929570
300001143153;RSL01005758292
300001143153;RSL01008643614
300000856989;RSL07000433897
300000856989;RSL07000439906
300000856989;RSL02000016400
300000856989;RSL07000419606
300000856989;RSL07000377316
300000856989;RSL07000488791
300000856989;RSL07000355875
300000856989;RSL07000428485
300000856989;RSL07000401360
300001140903;RSL01008392689
300001140903;RSL01009443991
300001140903;RSL01006300754
300001140903;RSL01010540430
300001140903;RSL01008443870
300001140903;RSL01008388384
300001140903;RSL01007152376
300001140903;RSL01008385119
300001140903;RSL01008439255
300001140903;RSL01007152465
200000968069;RSL01001072091
300000876897;RSL01005471352
300000876897;RSL01009126905
300000876897;RSL01008379698
300000876897;RSL01005616179
300000876897;RSL07000415655
300000876897;RSL07000418819
300000876897;RSL07000372735
300000876897;RSL02000024110
300000876897;RSL07000388517
300000876897;RSL07000431673
300000876897;RSL07000459181
300000876897;RSL07000386238
300000876897;RSL07000355846
300000876897;RSL07000460905
300000876897;RSL02000025275
300000876897;RSL02000017054
300000858448;RSL01002489024
300000858448;RSL01007845078
300000858448;RSL01010039307
300000858448;RSL01002961798
300000858448;RSL01010039767
300000858448;RSL01009474137
300000858448;RSL01002406548
300001079949;RSL01003542427
300001079949;RSL01004844732
300001079949;RSL01006807730
300001079949;RSL01001815608
300001079949;RSL01006555448
300001079949;RSL01007572880
300001079949;RSL01001836333
300001079949;RSL01005257027
300001069638;RSL01004636802
300001069638;RSL01008775408
300001069638;RSL01008487404
300001069638;RSL01010170394
300001069638;RSL01009644460
300001069638;RSL01010172791
300001069638;RSL01000345949
300001069638;RSL01009643096
300001069638;RSL01009674089
300001069638;RSL01008656728
300001069638;RSL01010171476
200001033489;RSL01008575696
200001033489;RSL01007565155
200001033489;RSL01000724267
200001033489;RSL01007672756
200000816037;RSL01008720640
200001062716;RSL01004829840
200001062716;RSL01003703910
100001154406;RSL01003932359
100001154406;RSL01003932361
200000932530;RSL01005411652
200000932530;RSL01008109663
200000932530;RSL01004849512
200000932530;RSL01006586207
200000932530;RSL01003298044
200001087019;RSL07000359009
200001087019;RSL07000493696
200001087019;RSL07000401840
200001087019;RSL07000424726
200001087019;RSL02000007385
200001087019;RSL02000006536
200001087019;RSL07000475098
200001087019;RSL02000020025
300001073267;RSL01009497713
300001073267;RSL01009444340
300001073267;RSL01010176909
300001073267;RSL01005100988
300001073267;RSL01000211492
300001016856;RSL01004146704
200000974980;RSL01009812159
200000974980;RSL01004354203
300001064822;RSL01005268589
300001064822;RSL01005268588
200001068260;RSL01008038777
200001068260;RSL01006756222
200001063390;RSL01001731980
200001063390;RSL01003684169
300001037797;RSL01008146687
300001037797;RSL01003545636
300001037797;RSL01007581234
300001037797;RSL01003329430
300001037797;RSL01004270545
200001109033;RSL01009595376
200001109033;RSL01000651155
200001109033;RSL01002718998
200001109033;RSL01006974788
200001109033;RSL01004978228
300001144069;RSL01004946556
300001144069;RSL01004948565
300001144069;RSL01004945526
300001144069;RSL01004946555
300001144069;RSL01002916342
300001144069;RSL01004946552
300001144069;RSL01003314020
300001144069;RSL01009486672
300001144069;RSL01008564673
300001144069;RSL01008580009
200001051593;RSL01001645460
200001051593;RSL01009973529
200001051593;RSL01004178827
200001051593;RSL01003122715
300001106394;RSL01004896939
300001106394;RSL01005168068
300001115692;RSL01006707608
100000783628;RSL01002145379
100000783628;RSL01006758675
100000783628;RSL01006518433
100000783628;RSL01002091651
200001105202;RSL01006006170
200001105202;RSL01003808909
200001105202;RSL01003722886
200001059375;RSL01001251361
200001059375;RSL01001453941
200001059375;RSL01001524092
200000936131;RSL01006826042
200000936131;RSL01006826041
200000936131;RSL01005683494
200000936131;RSL01006887192
300000893858;RSL01001484485
300000893858;RSL01008960333
300000893858;RSL01010334921
300000893858;RSL01010333778
300000893858;RSL01001089676
300000893858;RSL01010335179
300000893858;RSL01005395305
300000893858;RSL01010335169
300000893858;RSL01001507046
300000893858;RSL01001777685
300001040819;RSL01003923530
300000929482;RSL01006537755
300000929482;RSL01006529663
300000911378;RSL01000655085
300000911378;RSL01004314438
300000911378;RSL01007993518
300000911378;RSL01002670892
300000911378;RSL01001686430
300000911378;RSL01003418709
300000911378;RSL01001660358
200001074147;RSL01003008236
200001074147;RSL01004596393
200001074147;RSL01002743142
200001074147;RSL01008708026
200001074147;RSL01010816517
200000896303;RSL01004725395
200000896303;RSL01007922862
200000896303;RSL01007579028
200000896303;RSL01004931069
200000896303;RSL01008554216
200000896303;RSL01009844380
200000896303;RSL01008583935
200000920483;RSL01004087359
200000920483;RSL01006561976
300001040940;RSL01003030769
300001040940;RSL01008113292
300001040940;RSL01000903697
200000835487;RSL01009515225
200000835487;RSL01003317967
200000835487;RSL01006593345
100000867482;RSL07000374441
100000867482;RSL01006897156
300001073568;RSL01001733902
300001073568;RSL01001683793
300001073568;RSL01001300868
300001073568;RSL01001669212
300000889936;RSL01009060591
300000889936;RSL01007901236
200000853456;RSL07000391496
200000853456;RSL07000372296
200000853456;RSL07000417200
200000853456;RSL07000404917
200000853456;RSL07000371998
200000853456;RSL02000011817
200000853456;RSL02000024156
200000853456;RSL07000382119
200000853456;RSL07000423762
200000853456;RSL07000440952
200000853456;RSL07000362597
200001072062;RSL01002632048
200001072062;RSL01004914161
200001072062;RSL01008849653
200001072062;RSL01009507742
200001072062;RSL01007573511
200001072062;RSL01009472728
200000794725;RSL01009607178
200000794725;RSL01007907717
200000794725;RSL01008141454
300001122384;RSL01005040529
300001122384;RSL01010335100
300001122384;RSL01006643775
300001122384;RSL01010709237
300001064254;RSL01003004566
300001064254;RSL01008015137
200000917184;RSL01005499872
200000917184;RSL01005470082
200000917184;RSL01005469227
200000983317;RSL01010248354
200000983317;RSL07000415773
200000983317;RSL07000469867
200001077804;RSL01002415628
200001077804;RSL01006892991
200001077804;RSL01005664309
200001077804;RSL01005660515
200001077804;RSL01005640672
200001077804;RSL01006857092
200001077804;RSL01006898675
200001077804;RSL01008310197
200000993485;RSL01001743640
200000993485;RSL01001610608
200000993485;RSL01001592740
200000993485;RSL01001711879
200000993485;RSL01001372835
200000993485;RSL01001069526
300000955930;RSL01007838241
300000955930;RSL01004800749
300000763461;RSL01002951006
300000763461;RSL02000007439
300000998029;RSL01009526457
300000998029;RSL01004725395
300000998029;RSL01007877575
300000998029;RSL01002916033
300000998029;RSL01004065128
200000917197;RSL01004248136
200000917197;RSL01002928221
200000917197;RSL01003382697
300000833762;RSL01010010222
300001110550;RSL01004649943
300001110550;RSL01001584774
200001079571;RSL01010734000
200001079571;RSL01010440575
200001079571;RSL01002361378
200001079571;RSL01008533248
200001079571;RSL01003389019
200001079571;RSL01002418622
200001079571;RSL01008116385
300001017488;RSL07000422998
300001017488;RSL07000459239
300001017488;RSL07000353890
300001057846;RSL01009835921
300001057846;RSL01004991221
300001057846;RSL01003313935
300001057846;RSL01008539181
300001057846;RSL01000294160
300001057846;RSL01010172607
200000902061;RSL01006732212
300000841452;RSL01004586145
300000841452;RSL01003314229
300001006250;RSL01010535762
300001006250;RSL01009693629
300001006250;RSL01009641705
300001006250;RSL01010611978
300001006250;RSL01009776895
300001006250;RSL01009730394
300001006250;RSL01009688014
300001006250;RSL01009752208
300001006250;RSL01009494403
300001006250;RSL01009785960
300001006250;RSL01009843002
300001006250;RSL01009727047
300001006250;RSL01010615747
200001063029;RSL01004097862
200001063029;RSL01010367794
200001063029;RSL01010672876
200001063029;RSL01001440799
200000907684;RSL01004407852
200000907684;RSL01004406731
200000907684;RSL01001291862
200000907684;RSL01004407695
200000907684;RSL01004117208
200001090077;RSL01009969705
200001090077;RSL01004245167
200001090077;RSL01008762356
200001090077;RSL01008735683
200001090077;RSL01009439763
200001090077;RSL01005413270
200001090077;RSL01004397822
200001090077;RSL01008678923
200001090077;RSL01010255953
200001090077;RSL01008537883
200001090077;RSL01004114738
200001090077;RSL01010170731
200001090077;RSL01006672291
200001090077;RSL01004869031
300000903252;RSL01003932387
300000903252;RSL01003932390
300000903252;RSL01003932393
300000903252;RSL01003932381
300000903252;RSL01004118259
300000903252;RSL01003908477
300000903252;RSL01003882151
300000903252;RSL01003908475
300000903252;RSL01003908476
300000903252;RSL01003775093
300000903252;RSL01003640066
300000903252;RSL01008149534
300000903252;RSL01003904940
300000903252;RSL01003708861
300000903252;RSL01003743647
300000903252;RSL01003920721
300000903252;RSL01004089007
300000903252;RSL01003686538
200001075780;RSL01008804038
200001075780;RSL01008725840
200001075780;RSL01000338412
200001075780;RSL01003376892
200001075780;RSL01003410198
200000779106;RSL01008543837
300000819745;RSL01003407076
300000819745;RSL01005913715
300000819745;RSL01006161697
300001071983;RSL01001514443
300001071983;RSL01001552482
300001071983;RSL01001599374
300001074470;RSL01000114245
300001074470;RSL01002742805
300001074470;RSL01005531700
200000911589;RSL01007550739
200001056136;RSL01003011821
200001056136;RSL01003673123
200001056136;RSL01004373501
300001072841;RSL07000374149
300001072841;RSL07000424248
300001072841;RSL02000024162
200001125834;RSL01004876555
200001125834;RSL01009529094
200001125834;RSL01005101084
200001125834;RSL01004589063
200001125834;RSL01003309275
200001125834;RSL01003315163
200001125834;RSL01000189020
200001125834;RSL01005107204
300000933465;RSL01003348762
300000933465;RSL01008769837
300000933465;RSL01004310779
300000899258;RSL01008916910
300000899258;RSL01009491122
300000899258;RSL01006548606
300000899258;RSL01008830721
300000899258;RSL01009780656
300001047350;RSL01001802543
300001047350;RSL01001634088
200001096498;RSL01001378571
200001096498;RSL01001449946
200001096498;RSL01001591649
300001104497;RSL01003735675
300001104497;RSL01009149554
300001104497;RSL01005291086
300001104497;RSL01009023560
300000925662;RSL01009846830
300001068149;RSL01005469522
300001068149;RSL01003300734
200001137895;RSL01008691258
200001137895;RSL01004882662
200001137895;RSL01004955025
200001137895;RSL01009643865
200001137895;RSL01010171034
200001137895;RSL01004635757
200001137895;RSL01008698221
200001137895;RSL01008100935
200001137895;RSL01008546397
200001137895;RSL01008768974
200001137895;RSL01008599368
200001137895;RSL01004083584
200001137895;RSL01009673618
200001137895;RSL01008771166
200001137895;RSL01004829898
200001137895;RSL01006525330
200001137895;RSL01003070455
200001137895;RSL01009438833
200001137895;RSL01010171241
200001137895;RSL01007872485
200001125976;RSL01003421786
200001125976;RSL01008451637
200001125976;RSL01004161978
300001069091;RSL01004160151
300001069091;RSL01008621911
300001069091;RSL01007554463
300001069091;RSL01010919654
200000991905;RSL01007830288
200000991905;RSL01007835917
200000991905;RSL01010096214
200000991905;RSL01010666696
200001028501;RSL01003091984
200001028501;RSL01003183230
200001028501;RSL01009534403
200001028501;RSL01005469522
200001028501;RSL01008552055
200001028501;RSL01003321785
200001026408;RSL01009776895
200001026408;RSL01009861452
200001026408;RSL01009423790
200001026408;RSL01009510539
200001026408;RSL01009544717
200001026408;RSL01009887634
200000861639;RSL01003120797
200000861639;RSL01008831335
100000932671;RSL01006868350
100000932671;RSL01004423884
300000902409;RSL01008686919
100001064475;RSL01009129184
100001064475;RSL01009153523
100001064475;RSL01009129011
100001064475;RSL01009158680
300000921003;RSL07000382849
300000921003;RSL07000360730
300000921003;RSL07000392496
300000921003;RSL07000424248
300000921003;RSL02000024162
200000846805;RSL01008839473
200000846805;RSL01000662421
100001013119;RSL01010012090
100001013119;RSL01009933148
100001013119;RSL01007871350
100001013119;RSL01004343023
300000788335;RSL01004146651
300000788335;RSL01003126170
300000788335;RSL01004479679
300000788335;RSL01004291664
300000788335;RSL01002937326
300000788335;RSL01009659970
300000788335;RSL01009499233
200001002581;RSL01003322301
200001002581;RSL01003318277
200001002581;RSL01010173320
200001002581;RSL01008576500
300000852942;RSL01007956639
300000852942;RSL01010804020
300000852942;RSL01006742972
200000902581;RSL01008473843
200000902581;RSL01005693806
200000902581;RSL01006881373
200000902581;RSL01006307398
200000902581;RSL01006204033
200000902581;RSL01005679433
200000902581;RSL01007358289
200000902581;RSL01005682817
300001123843;RSL01008880658
300001123843;RSL01008547686
200000905681;RSL60000204210
200000905681;RSL60000101045
200000905681;RSL07000401710
300001061159;RSL01009444208
300001061159;RSL01005522535
100001030249;RSL01004875693
100001030249;RSL01010388501
300001070826;RSL01005157272
200000825296;RSL01004348098
200000825296;RSL01001851820
200001095253;RSL01006601069
300000987604;RSL01008783330
300000987604;RSL01004728618
300000987604;RSL01002950738
300000987604;RSL01009382141
300000987604;RSL01002950744
300000987604;RSL01003369191
200001154358;RSL01002128992
200001154358;RSL01001735334
300001060916;RSL07000403217
300001060916;RSL07000409715
300001060916;RSL07000396345
300001060916;RSL02000013754
200000846670;RSL01005258414
200000846670;RSL01005258040
200000846670;RSL01005347049
200000884057;RSL01008535863
200000884057;RSL07000460007
200000884057;RSL07000429822
200000884057;RSL60000280931
300001100405;RSL01004237243
300001100405;RSL01002890815
300001100405;RSL01004257093
300001100405;RSL01000661129
300001100405;RSL01001455065
300001100405;RSL01001772328
300001100405;RSL01001538149
300001100405;RSL01010800818
100001074268;RSL01010622351
300001005458;RSL01003539244
300001005458;RSL01008591431
300001005458;RSL01003314239
300001005458;RSL01009665903
300001005458;RSL01005469813
300001005458;RSL01005428101
300001005458;RSL01003296013
300001005458;RSL01003353676
300001005458;RSL01003314957
300001005458;RSL01003346432
300001005458;RSL01009526117
300001055900;RSL01010247426
300001055900;RSL01005368413
300001026308;RSL01004100143
300001026308;RSL01004246501
300001026308;RSL01007873027
300001026308;RSL01008881071
300001026308;RSL01003407686
300001026308;RSL01004976458
300001026308;RSL01008576404
300001026308;RSL01008697970
300001026308;RSL01008771882
100001124763;RSL01001312175
100001124763;RSL01001464376
300001018257;RSL01007325534
300001018257;RSL01002396474
300001018257;RSL01007425501
200000804411;RSL01009872537
200000804411;RSL01009843002
200000804411;RSL01009412092
200001065338;RSL01005407472
200001065338;RSL07000422454
200001065338;RSL07000452824
200001065338;RSL07000376218
200001065338;RSL07000369796
200001065338;RSL07000456034
200001065338;RSL07000473192
200001065338;RSL02000023372
200001065338;RSL07000473206
200001065338;RSL07000350126
200001065338;RSL02000010488
200001065338;RSL07000413932
200001065338;RSL07000427686
200001065338;RSL07000359370
200001065338;RSL07000353811
200001065338;RSL02000023607
200001065338;RSL07000480772
200000849055;RSL01001746754
200000849055;RSL01003292732
200000849055;RSL01002657746
200000849055;RSL01002977692
200000849055;RSL01009874023
300001062150;RSL01010286194
300001062150;RSL01010284315
300001062150;RSL01006653533
300001103840;RSL01004179078
300001103840;RSL01003392999
200000993484;RSL07000371319
200000993484;RSL07000361787
200000993484;RSL60000279941
200000993484;RSL07000391557
200000993484;RSL07000386199
200000993484;RSL02000011435
200000993484;RSL07000392168
200000866848;RSL01007582001
200000866848;RSL01002764946
200000866848;RSL01006977142
200000866848;RSL01008855195
200001098103;RSL01008552270
200001098103;RSL01008930404
200001098103;RSL01008509467
300000770510;RSL01001243625
300000770510;RSL01001389584
300001095789;RSL01010465524
300001095789;RSL01010753280
300001095789;RSL01004914963
300001095789;RSL01010532384
300001095789;RSL01008274514
300001112774;RSL01005630177
200000802448;RSL01009552731
200000802448;RSL01010195500
100000877988;RSL07000447973
100000877988;RSL02000024019
100000877988;RSL02000023862
100000877988;RSL07000464972
100000877988;RSL60000185344
100000877988;RSL02000027208
100000877988;RSL07000488491
200001113181;RSL01006698177
200001113181;RSL01010510184
300001102657;RSL01007909225
300001139474;RSL01007484785
300001139474;RSL01009207376
200001080007;RSL01004665489
200001080007;RSL01004366675
200001080007;RSL01003344128
200001080007;RSL01008145995
200001080007;RSL01004142313
200001080007;RSL01005067588
200001080007;RSL01009846526
200001080007;RSL01004621424
200001080007;RSL01009502166
300001095824;RSL01000582994
300001095824;RSL01005638655
300001095824;RSL01006826866
300001095824;RSL01000182625
300001095824;RSL01000183370
300001095824;RSL01002382373
300001095824;RSL01003847835
200001100097;RSL01000600952
200001100097;RSL01003351563
200001100097;RSL01009747024
200001100097;RSL01003419569
300001112008;RSL01004052044
300001112008;RSL01008930030
300001112008;RSL01010169383
300001112008;RSL01008930018
300001112008;RSL01005666656
300001112008;RSL01005679296
200000983775;RSL01005472494
200000983775;RSL01002350195
200000983775;RSL01004312685
200000983775;RSL01008845026
100000774344;RSL01001369961
100000774344;RSL01003377648
100000774344;RSL01004087276
100000774344;RSL01001239330
200001069672;RSL01010257782
200001069672;RSL01010930438
200001069672;RSL01008898889
200001069672;RSL01006772673
200001069672;RSL01009718588
200001069672;RSL01008109910
200001069672;RSL01006754669
200001069672;RSL01009511602
200001013987;RSL07000369911
200001013987;RSL07000396379
200001013987;RSL07000401750
200001013987;RSL07000443194
200000929673;RSL01009503494
200000929673;RSL01004331274
200000929673;RSL01005100941
200000929673;RSL01004697245
200000929673;RSL01009528089
200000929673;RSL01008769030
200000929673;RSL01008259537
200000929673;RSL01004980701
300001009797;RSL01008849564
300001009797;RSL01006534921
300001009797;RSL01003295792
300001009797;RSL01003343765
300001009797;RSL01000764910
300001009797;RSL01000764866
200000759786;RSL01008660031
300001064566;RSL01008677944
300000849468;RSL01002746185
300000849468;RSL01005412020
300000849468;RSL01005412056
300000849468;RSL01005412112
300000849468;RSL01005412133
300000849468;RSL01005412147
300000849468;RSL01004389565
300001098470;RSL01004184249
300001098470;RSL01005374254
300001098470;RSL01003932110
300001098470;RSL01003932111
300001083407;RSL01009583906
200000798631;RSL01002373316
200000798631;RSL01009970747
200001077721;RSL01010265349
200001077721;RSL01004741840
200001077721;RSL01006706028
200001077721;RSL01010707907
200001077721;RSL01005031851
200001077721;RSL01009462311
200001077721;RSL01007573047
200001077721;RSL01009856604
200001077721;RSL01008097447
200001077721;RSL01004576995
300000968815;RSL01009842681
300000968815;RSL01000967152
300000968815;RSL01002820568
300000968815;RSL07000463797
200001134926;RSL01003354267
200001134926;RSL01003959804
200001134926;RSL01004177623
200001134926;RSL01004177595
200001134926;RSL01003419375
200001134926;RSL01003351701
200001134926;RSL01003419387
200001134926;RSL01003821613
200001134926;RSL01003821632
200001134926;RSL01003821605
200001134926;RSL01003821612
200001134926;RSL01003959808
200001134926;RSL01003821602
200001134926;RSL01003351673
200001134926;RSL01005173861
200001134926;RSL01003821630
200001134926;RSL01003830987
200001134926;RSL01003821609
200001134926;RSL01003821601
200001134926;RSL01003821625
200000986763;RSL01009866918
200000986763;RSL01010671264
200001068993;RSL01008161981
200001068993;RSL01005526639
200001068993;RSL01004267107
200001068993;RSL01000602216
200001068993;RSL01000639156
200001068993;RSL01003711490
200001068993;RSL01004221786
200001068993;RSL01003703546
200001068993;RSL01003712124
200001068993;RSL01003622411
200001068993;RSL01003724604
200000851248;RSL01010582394
200000851248;RSL01008886745
200000833102;RSL01000687657
200000833102;RSL01005380889
200000833102;RSL01000652900
200000833102;RSL01002728698
300000885783;RSL01007907215
300000885783;RSL01006519832
300000885783;RSL01008162463
300000885783;RSL01005388756
300000885783;RSL01007838380
300000885783;RSL01010077281
300001115498;RSL01001773311
300001115498;RSL01001773314
300001115498;RSL01000870729
200001148388;RSL01005210182
200001148388;RSL01006874141
200001030137;RSL07000406172
200001054225;RSL01009473284
200001054225;RSL01008874774
200001054225;RSL01009577886
200001054225;RSL01006630833
200001081457;RSL01004859164
300001135763;RSL01006693151
300001135763;RSL01007837430
200001144634;RSL01003757543
200001144634;RSL01003733458
200001144634;RSL01003639247
200001144634;RSL01003905710
200001144634;RSL01001451385
200001144634;RSL01003720679
200000819244;RSL01008058598
200000819244;RSL01008024391
200000819244;RSL01010520724
300001039155;RSL07000382910
300001039155;RSL07000395901
300001039155;RSL07000492348
300001039155;RSL07000353768
100001027605;RSL01005311073
200001036692;RSL01004971442
200001036692;RSL01000312499
200001036692;RSL01003300181
200001036692;RSL01008510657
200001036692;RSL01004877505
300001150373;RSL01005500831
300001150373;RSL01008475653
300001150373;RSL01002810655
300000854120;RSL01009835016
300000854120;RSL01004332145
200001149596;RSL01001237364
200001149596;RSL01001330099
200001149596;RSL01001372168
100000958716;RSL01009535743
100000958716;RSL01009533615
200000918714;RSL01010254118
200000918714;RSL01010254192
200001052043;RSL01001601730
200001052043;RSL01001632203
100000970726;RSL01010330005
100000970726;RSL01009734478
100000970726;RSL01002774341
100000970726;RSL01006678198
100000970726;RSL01005428444
300000867241;RSL01002821189
300000867241;RSL01001334755
300000867241;RSL01007881167
300000867241;RSL01002443418
300000867241;RSL01007719123
300000867241;RSL01003547635
300000867241;RSL01001355622
300000867241;RSL01006966127
300000867241;RSL01007658808
300000867241;RSL01001028376
300000867241;RSL01006754491
300000867241;RSL01007341081
300000867241;RSL01001270689
300000867241;RSL01001102689
300000867241;RSL01001040050
300000867241;RSL01004634862
300000867241;RSL01001301230
300000867241;RSL01002110963
300000867241;RSL01001270215
300000867241;RSL01001372391
300001052936;RSL01004410816
300001052936;RSL01007478088
